	name	place_id	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	main_type
0	Cabra Post Office	ChIJmyKHHdANZ0gRMhzcOjhiQsU	post_office|finance|point_of_interest|establishment	53.3648023	-6.286852000000001	False	post_office
1	An Post	ChIJuXtBP80NZ0gRVwnQkiLvFlU	post_office|finance|point_of_interest|establishment	53.3560323	-6.286692	False	post_office
2	An Post Phibsboro	ChIJ4xfH0NUNZ0gRyUcvBBA0AFs	post_office|finance|point_of_interest|establishment	53.36059209999999	-6.274560399999999		post_office
3	Phibsborough Post Office	ChIJJ_E82tUNZ0gRk3S4KMP0hK4	post_office|finance|point_of_interest|establishment	53.3606268	-6.274228399999999	False	post_office
4	Faussagh Avenue Post Office	ChIJgatKU8YNZ0gRbDkbVLZY-n4	post_office|finance|point_of_interest|establishment	53.367491	-6.299283399999999	False	post_office
5	Post Delivery Services Unit	ChIJE5OPesQNZ0gRSNmJMlopyq4	post_office|finance|point_of_interest|establishment	53.370488	-6.2925178	False	post_office
6	An Post Post Box	ChIJzUpVwhINZ0gRHtfM98MZLPc	post_office|finance|point_of_interest|establishment	53.3505492	-6.2817146		post_office
7	Botanic Road Post Office	ChIJDxitGHgOZ0gRqsikUaWTpS0	post_office|finance|point_of_interest|establishment	53.3662789	-6.2713685	False	post_office
8	Post Office	ChIJdxUvbzYMZ0gRWg76FkOlDRA	post_office|finance|point_of_interest|establishment	53.34821669999999	-6.294479000000001	False	post_office
9	An Post	ChIJebysQYQOZ0gR-8it5ybY82M	post_office|finance|point_of_interest|establishment	53.3510283	-6.2703071	False	post_office
10	An Post Dorset Street	ChIJfyuWkIAOZ0gR2uWWqe-P0rM	post_office|finance|point_of_interest|establishment	53.35662850000001	-6.2643635	False	post_office
11	An Post Sorting Office	ChIJVVVBO4cOZ0gRW_KteYMPpB4	post_office|finance|point_of_interest|establishment	53.3542597	-6.2620817	False	post_office
12	An Post Usher's Quay	ChIJIz87RS8MZ0gRhUw3i27CoGo	post_office|finance|point_of_interest|establishment	53.3453252	-6.2764199	False	post_office
13	Rutland Place Sorting Office	ChIJndfhPIcOZ0gRthuwkPl401A	post_office|finance|point_of_interest|establishment	53.35430909999999	-6.2617917	False	post_office
